trial_type,trial,ball_speed,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
interactor,121,6.25,45_bottom_l,False,,,4.299758041626774,True,[0.45  0.45  0.695],True,False,left,True,0.4739562083268538,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
empty,122,6.25,none_r,False,,,4.207482791738585,True,[0.45  0.45  0.695],True,True,right,True,0.4839522499823943,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,123,6.25,135_bottom_d,False,,,4.220575041603297,True,[0.45  0.45  0.695],True,False,down,True,0.4636254166252911,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
empty,124,6.5,none_d,False,,,4.22565575002227,True,[0.45  0.45  0.695],True,True,down,True,0.42726220819167793,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,125,6.5,none_u,False,,,4.225235916674137,True,[0.45  0.45  0.695],True,True,up,True,0.4436704582767561,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,126,6.5,45_bottom_d,False,,,4.218737791641615,True,[0.45  0.45  0.695],True,False,down,True,0.43427616672124714,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
interactor,127,6.25,45_top_r,True,3.9439928750507534,,,False,,False,True,down,False,0.37696762499399483,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,128,6.0,none_r,False,,,4.295140333357267,True,[0.45  0.45  0.695],True,True,right,True,0.44333308341447264,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,129,6.25,45_top_u,False,,,4.213658916647546,True,[0.45  0.45  0.695],True,False,up,True,0.3830953750293702,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
interactor,130,6.25,135_top_l,False,,,,False,,True,False,left,False,0.49556566670071334,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
interactor,131,6.0,45_bottom_l,True,3.9910052915802225,,4.257293666596524,True,[0.45  0.45  0.695],False,True,up,True,0.40691429167054594,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
empty,132,6.25,none_u,False,,,4.214730041800067,True,[0.45  0.45  0.695],True,True,up,True,0.4454960832372308,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,133,6.5,45_bottom_l,True,3.9583515416597947,,,False,,False,True,up,False,0.36145979166030884,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,134,6.0,45_top_r,True,3.9798692499753088,,4.246488624950871,True,[0.45  0.45  0.695],False,True,down,True,0.4255052499938756,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,135,6.5,none_d,True,3.95231112500187,right,4.230227708467282,True,[0.45  0.45  0.695],False,False,left,True,0.4207652081968263,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
interactor,136,6.0,135_top_l,True,3.951003250083886,,,False,,False,True,down,False,0.35472045838832855,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,137,6.5,135_top_u,False,,,,False,,True,False,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)"
interactor,138,6.5,45_top_r,True,3.9603581249248236,,4.224233999964781,True,[0.45  0.45  0.695],False,True,down,True,0.38206558336969465,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,139,6.0,45_bottom_l,False,,,,False,,True,False,,,,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
interactor,140,6.5,135_bottom_r,True,3.9612548333825544,,,False,,False,True,up,False,0.3844031250337139,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,141,6.25,45_top_u,True,4.014655208447948,,,False,,False,True,,,,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,142,6.25,135_top_l,False,,,4.240168916527182,True,[0.45  0.45  0.695],True,False,left,True,0.49935137503780425,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
empty,143,6.25,none_l,True,3.9464135416783392,left,4.208287958404981,True,[0.45  0.45  0.695],False,False,down,True,0.4165319165913388,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
empty,144,6.5,none_r,True,3.9769364167004824,right,4.241695125005208,True,[0.45  0.45  0.695],False,False,down,True,0.4368631666293368,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
